"","Rendimento Escolar","Inteligencia","Motivacao","Ansiedade","Idade","Sexo","Trabalha Atualmente","Design Instrucional","Atitude Positiva EAD","Resolucao de Problemas","Rendimento EscolarZ","InteligenciaZ","MotivacaoZ","AnsiedadeZ","Numero de Recursos","Indice AcademicoZ","IdadeZ","Atitude Positiva EADZ","Resolucao de ProblemasZ","Numero de Recursos.1","Indice Academico"
"110",52.6,83.5,23,10.9,22,"Masculino","Ativ.Remunerada","Padrao",26.7,47.7,-1.22270690977268,-1.20088532836195,0.768843165283104,0.448000332681088,12,0.432235099617657,0.0154329252938882,0.500734649227325,-0.896725652216401,12,74.5
"111",56.9,96,16,9.6,20,"Feminino","Ativ.Remunerada","Padrao",23.4,49.9,-0.597306178777358,-0.313365500737603,-1.00521534157825,-0.198632271854901,8,-0.341660635772046,-1.01342876096529,-0.59807351376736,-0.123079991480683,8,66.4
"112",64,116.5,22.6,11.9,25,"Masculino","Estagio","Padrao",25.2,53,0.43533223751725,1.14216701656632,0.667468393462455,0.945410028478003,10,-0.0836953906421461,1.55872545468265,0.00127639332065018,0.967057075919649,10,69.1
"113",65.4,80.1,22.2,8.7,19,"Feminino","Ativ.Remunerada","Personalizado",28.6,54.3,0.638951080166892,-1.44229072147577,0.566093621641806,-0.646300998072124,11,-0.351214904110191,-1.52785960409488,1.13338177337578,1.42421132999076,11,66.3
"114",61.3,99.1,25.1,9.8,21,"Feminino","Estagio","Personalizado",24.8,48.7,0.0426387552643709,-0.0932605834867664,1.30106071734151,-0.0991503326955176,12,-0.886253931046282,-0.4989979178357,-0.131912474921129,-0.545068533700165,12,60.7
"115",56.3,94.2,22.4,13.3,20,"Masculino","Estagio","Padrao",23.4,49.7,-0.684571397055775,-0.441168355915509,0.61678100755213,1.64178360259368,8,1.37810766509396,-1.01342876096529,-0.59807351376736,-0.193411415183929,8,84.4
"116",57.5,91.4,19.2,8.8,21,"Masculino","Ativ.Remunerada","Padrao",24,49.6,-0.51004096049894,-0.639972797303362,-0.19421716701306,-0.596560028492432,7,0.480006441308379,-0.4989979178357,-0.398290211404689,-0.228577127035553,7,75
"117",66.8,86,22.5,7.3,24,"Masculino","Ativ.Remunerada","Personalizado",27.8,51.1,0.842569922816532,-1.02338136283708,0.642124700507293,-1.3426745721878,10,-0.513637465858648,1.04429461155307,0.86700403689222,0.298908550738801,10,64.6
"118",55.9,94.1,12.7,7.8,20,"Masculino","Ativ.Remunerada","Personalizado",25,51.7,-0.742748209241387,-0.448268514536504,-1.8415572090986,-1.09396972428935,9,-0.370323440786481,-1.01342876096529,-0.0653180408002395,0.509902821848543,9,66.1
"119",80.2,112.7,27.8,6.4,27,"Masculino","Estagio","Personalizado",34.7,50.3,2.79149313103452,0.872360988968521,1.98534042713089,-1.79034329840503,13,0.288921074545489,2.58758714094183,3.16451201406292,0.0175828559258108,13,73
"120",59.9,94.2,19.6,12.5,20,"Feminino","Ativ.Remunerada","Personalizado",21.9,45.4,-0.16098008738527,-0.441168355915509,-0.0928423951924109,1.24385584595615,6,-0.570963075887514,-1.01342876096529,-1.09753176967403,-1.70553702480375,6,64
"121",56.2,93.3,21.7,11.8,23,"Masculino","Ativ.Remunerada","Padrao",25,48.8,-0.699115600102177,-0.505069783504462,0.439375156865995,0.895669058898312,5,-0.800265516002982,0.529863768423477,-0.0653180408002395,-0.509902821848543,5,61.6
"122",61.2,91,17.9,10.6,20,"Masculino","Ativ.Remunerada","Padrao",24.1,49,0.0280945522179688,-0.668373431787341,-0.523685175430169,0.298777423942014,15,1.08192534661148,-1.01342876096529,-0.364992994344244,-0.439571398145295,15,81.3
"123",62.5,77.1,22.3,8.5,24,"Masculino","Estagio","Padrao",29.5,51.9,0.217169191821206,-1.65529548010561,0.591437314596969,-0.745782937231507,15,-0.513637465858648,1.04429461155307,1.43305672691978,0.580234245551789,15,64.6
"124",67.5,130.1,14.6,7.3,21,"Feminino","Estagio","Personalizado",23.6,52.3,0.944379344141353,2.10778858902161,-1.36002704295052,-1.3426745721878,6,0.422680831279513,-0.4989979178357,-0.531479079646469,0.720897092958283,6,74.4
"125",52.1,91.4,20.3,10.5,20,"Masculino","Ativ.Remunerada","Personalizado",24.7,47.6,-1.2954279250047,-0.639972797303362,0.0845634554937244,0.249036454362322,4,-0.121912463994723,-1.01342876096529,-0.165209691981575,-0.931891364068025,4,68.7
"126",57.9,118.7,19.8,8.1,24,"Feminino","Estagio","Padrao",23.6,51.5,-0.451864148313328,1.29837050622821,-0.0421550092820867,-0.944746815550273,10,-0.781156979326693,1.04429461155307,-0.531479079646469,0.439571398145295,10,61.8
"127",61.4,108.1,15.8,7.5,21,"Masculino","Ativ.Remunerada","Personalizado",24.5,48.2,0.057182958310774,0.545753692402761,-1.05590272748858,-1.24319263302842,10,0.814405833143436,-0.4989979178357,-0.231804126102464,-0.720897092958283,10,78.5
"128",62.8,128.7,19.9,10.4,20,"Masculino","Ativ.Remunerada","Padrao",30,52.2,0.260801800960415,2.00838636832768,-0.016811316326925,0.199295484782631,12,-0.169683805685446,-1.01342876096529,1.59954281222201,0.685731381106661,12,68.2
"129",59.4,103.3,18.2,14.1,21,"Masculino","Ativ.Remunerada","Padrao",21.7,53.6,-0.233701102617284,0.204946078595013,-0.447654096564682,2.03971135923122,9,1.42587900678468,-0.4989979178357,-1.16412620379492,1.17805134702939,9,84.9
"130",54.7,83.1,19.9,10.4,24,"Feminino","Ativ.Remunerada","Personalizado",25.3,47.6,-0.917278645798221,-1.22928596284593,-0.016811316326925,0.199295484782631,6,-0.542300270873081,1.04429461155307,0.0345736103810956,-0.931891364068025,6,64.3
"131",60.9,103,20.8,5.9,21,"Feminino","Ativ.Remunerada","Padrao",26.7,51.8,-0.0155380569212406,0.183645602732029,0.211281920269535,-2.03904814630349,10,-0.857591126031849,-0.4989979178357,0.500734649227325,0.545068533700165,10,61
"132",64.6,116.2,19.5,9.6,22,"Masculino","Estagio","Personalizado",27.6,51.2,0.522597455795667,1.12086654070334,-0.118186088147573,-0.198632271854901,10,-1.19199051786691,0.0154329252938882,0.80040960277133,0.334074262590425,10,57.5
"133",55.6,98.3,15.7,14.4,22,"Masculino","Ativ.Remunerada","Padrao",19.6,47.8,-0.786380818380595,-0.150061852454724,-1.08124642044374,2.18893426797029,11,1.13925095664035,0.0154329252938882,-1.86336776206427,-0.861559940364779,11,81.9
"134",53.8,86.1,23.4,12.2,21,"Masculino","Ativ.Remunerada","Personalizado",25.3,49.1,-1.04817647321585,-1.01628120421608,0.870217937103752,1.09463293721708,6,-1.32575027460093,-0.4989979178357,0.0345736103810956,-0.404405686293671,6,56.1
"135",58.2,110.6,15.1,10.8,23,"Masculino","Ativ.Remunerada","Personalizado",25.7,50.1,-0.408231539174119,0.72325765792763,-1.23330857817471,0.398259363101397,10,1.47365034847541,0.529863768423477,0.167762478622875,-0.0527485677774349,10,85.4
"136",68.7,102.6,26.6,11.2,23,"Masculino","Ativ.Remunerada","Personalizado",28.5,51.7,1.11890978069819,0.15524496824805,1.68121611166894,0.597223241420162,14,-0.246117952390601,0.529863768423477,1.10008455631533,0.509902821848543,14,67.4
"137",74.5,111.6,19.9,10.1,23,"Masculino","Ativ.Remunerada","Padrao",26.4,51.8,1.96247355738956,0.794259244137578,-0.016811316326925,0.0500725760435563,14,0.355800952912501,0.529863768423477,0.40084299804599,0.545068533700165,14,73.7
"138",55.6,95.5,17.7,8.7,25,"Masculino","Estagio","Padrao",26.7,46.4,-0.786380818380595,-0.348866293842577,-0.574372561340493,-0.646300998072124,11,0.661537539733125,1.55872545468265,0.500734649227325,-1.35387990628751,11,76.9
"139",60.4,95,21.9,12,22,"Masculino","Ativ.Remunerada","Personalizado",24.1,52.8,-0.0882590721532552,-0.384367086947551,0.490062542776319,0.995150998057694,15,0.0596186344300211,0.0154329252938882,-0.364992994344244,0.896725652216401,15,70.6
"140",62.4,100,20.9,12.1,23,"Feminino","Ativ.Remunerada","Personalizado",26.2,50.8,0.202624988774803,-0.0293591558978132,0.236625613224697,1.04489196763739,14,-0.0645868539658569,0.529863768423477,0.3342485639251,0.193411415183929,14,69.3
"141",59.5,99.9,26.1,10.3,18,"Feminino","Estudante","Padrao",30.4,49.8,-0.219156899570881,-0.0364593145188076,1.55449764689313,0.14955451520294,11,-0.599625880901947,-2.04229044722447,1.73273168046379,-0.158245703332307,11,63.7
"142",70.5,109.8,24.6,11.5,19,"Feminino","Ativ.Remunerada","Personalizado",26.4,51.8,1.38070543553344,0.666456388959672,1.1743422525657,0.746446150159237,7,0.546886319675391,-1.52785960409488,0.40084299804599,0.545068533700165,7,75.7
"143",63.2,127.7,17.7,9.5,22,"Feminino","Estagio","Personalizado",28.3,52.9,0.318978613146027,1.93738478211773,-0.574372561340493,-0.248373241434592,7,-0.121912463994723,0.0154329252938882,1.03349012219444,0.931891364068025,7,68.7
"144",64.1,102.1,25.2,7.6,23,"Masculino","Estagio","Personalizado",27.9,48.4,0.449876440563652,0.119744175143076,1.32640441029667,-1.19345166344873,7,-0.551854539211225,0.529863768423477,0.900301253952664,-0.650565669255037,7,64.2
"145",50.4,103.9,22.7,7.3,23,"Masculino","Ativ.Remunerada","Padrao",26.7,47.8,-1.54267937679355,0.247547030320982,0.692812086417617,-1.3426745721878,9,-0.465866124167926,0.529863768423477,0.500734649227325,-0.861559940364779,9,65.1
"146",50.9,101.3,16.9,7.9,19,"Feminino","Ativ.Remunerada","Padrao",24.5,46.4,-1.46995836156153,0.0629429061751183,-0.777122104981791,-1.04422875470966,5,-0.274780757405036,-1.52785960409488,-0.231804126102464,-1.35387990628751,5,67.1
"147",50.7,116,12.6,7.3,23,"Feminino","Ativ.Remunerada","Padrao",20,51.6,-1.49904676765434,1.10666622346135,-1.86690090205377,-1.3426745721878,7,-0.246117952390601,0.529863768423477,-1.73017889382249,0.474737109996919,7,67.4
"148",57.4,108.1,17.6,15.1,21,"Masculino","Estagio","Personalizado",22.1,47.4,-0.524585163545343,0.545753692402761,-0.599716254295655,2.53712105502813,10,-0.742939905974115,-0.4989979178357,-1.03093733555314,-1.00222278777127,10,62.2
"149",59.6,85.9,16.8,8.6,22,"Feminino","Estagio","Personalizado",22.4,52.6,-0.204612696524478,-1.03048152145807,-0.802465797936953,-0.696041967651816,11,-1.36396734795351,0.0154329252938882,-0.931045684371809,0.826394228513155,11,55.7
"150",57.7,106,25,11.5,20,"Feminino","Ativ.Remunerada","Personalizado",27.4,52.2,-0.480952554406134,0.396650361361872,1.27571702438635,0.746446150159237,9,-0.494528929182359,-1.01342876096529,0.733815168650439,0.685731381106661,9,64.8
"151",61.4,97.1,20,8.7,21,"Masculino","Ativ.Remunerada","Padrao",21.7,50.6,0.057182958310774,-0.235263755906661,0.00853237662823757,-0.646300998072124,6,-0.303443562419469,-0.4989979178357,-1.16412620379492,0.123079991480683,6,66.8
"152",65,104.2,14.4,8.4,24,"Masculino","Ativ.Remunerada","Personalizado",25.2,53.1,0.58077426798128,0.268847506183967,-1.41071442886085,-0.795523906811198,12,-0.656951490930815,1.04429461155307,0.00127639332065018,1.00222278777127,12,63.1
"153",65.2,105,17.7,8.9,21,"Masculino","Estagio","Personalizado",27.4,52.1,0.609862674074086,0.325648775151924,-0.574372561340493,-0.546819058912741,12,0.346246684574356,-0.4989979178357,0.733815168650439,0.650565669255037,12,73.6
"154",66.7,118.4,21.1,9.7,22,"Masculino","Estagio","Personalizado",29.7,49.4,0.82802571977013,1.27707003036522,0.287312999135022,-0.14889130227521,9,-1.73658381314114,0.0154329252938882,1.49965116104067,-0.298908550738801,9,51.8
"155",51.8,76.6,14.3,8.7,23,"Feminino","Estagio","Padrao",22.1,48.4,-1.33906053414391,-1.69079627321059,-1.43605812181601,-0.646300998072124,8,0.308029611221779,0.529863768423477,-1.03093733555314,-0.650565669255037,8,73.2
"156",68.7,95.9,23.4,8.3,23,"Masculino","Estagio","Padrao",30.2,49.9,1.11890978069819,-0.320465659358598,0.870217937103752,-0.84526487639089,12,0.499114977984668,0.529863768423477,1.6661372463429,-0.123079991480683,12,75.2
"157",75.3,90.9,16,5.7,22,"Masculino","Ativ.Remunerada","Personalizado",27.3,50.3,2.07882718176078,-0.675473590408335,-1.00521534157825,-2.13853008546287,10,-0.580517344225659,0.0154329252938882,0.700517951589995,0.0175828559258108,10,63.9
"158",61.9,88.5,20.3,8,23,"Masculino","Ativ.Remunerada","Personalizado",23.4,50.8,0.129903973542789,-0.84587739731221,0.0845634554937244,-0.994487785129964,7,0.298475342883633,0.529863768423477,-0.59807351376736,0.193411415183929,7,73.1
"159",69.1,108.7,24.7,8.6,25,"Masculino","Ativ.Remunerada","Padrao",27.1,52.7,1.1770865928838,0.58835464412873,1.19968594552086,-0.696041967651816,12,1.24434790835994,1.55872545468265,0.633923517469105,0.861559940364779,12,83
"160",67.5,111.9,21.8,11.7,23,"Masculino","Ativ.Remunerada","Padrao",24.1,53.7,0.944379344141353,0.815559720000563,0.464718849821158,0.84592808931862,11,1.79849547197232,0.529863768423477,-0.364992994344244,1.21321705888102,11,88.8
"161",62,90.8,22.2,14.5,21,"Masculino","Ativ.Remunerada","Padrao",23.4,50.6,0.144448176589192,-0.682573749029331,0.566093621641806,2.23867523754998,10,-0.0836953906421461,-0.4989979178357,-0.59807351376736,0.123079991480683,10,69.1
"162",55.9,121,18.6,11.6,18,"Masculino","Ativ.Remunerada","Padrao",25.3,50.9,-0.742748209241387,1.46167415451108,-0.346279324744033,0.796187119738928,14,-0.160129537347302,-2.04229044722447,0.0345736103810956,0.228577127035553,14,68.3
"163",80.7,124.8,25.6,8.9,24,"Masculino","Ativ.Remunerada","Padrao",28.6,50.1,2.86421414626654,1.73148018210889,1.42777918211732,-0.546819058912741,16,1.00549119990633,1.04429461155307,1.13338177337578,-0.0527485677774349,16,80.5
"164",63.2,91.8,20.2,9.9,22,"Masculino","Estudante","Personalizado",21.9,49.5,0.318978613146027,-0.611572162819383,0.0592197625385618,-0.0494093631158263,9,-1.04867649279474,0.0154329252938882,-1.09753176967403,-0.263742838887177,9,59
"165",60.8,106.8,22.6,10.6,21,"Feminino","Estagio","Personalizado",26.9,51.1,-0.0300822599676437,0.45345163032983,0.667468393462455,0.298777423942014,6,0.355800952912501,-0.4989979178357,0.567329083348214,0.298908550738801,6,73.7
"166",72.9,92,18.5,7.5,24,"Feminino","Estagio","Personalizado",27.9,54,1.72976630864711,-0.597371845577393,-0.371623017699196,-1.24319263302842,13,0.222041196178478,1.04429461155307,0.900301253952664,1.31871419443589,13,72.3
"167",61.3,120.5,15.9,7,21,"Masculino","Estagio","Padrao",24,49.5,0.0426387552643709,1.42617336140611,-1.03055903453341,-1.49189748092688,9,-0.580517344225659,-0.4989979178357,-0.398290211404689,-0.263742838887177,9,63.9
"168",65.2,104.6,13.3,6.9,22,"Masculino","Estagio","Personalizado",25.3,52.6,0.609862674074086,0.297248140667945,-1.68949505136763,-1.54163845050657,8,0.986382663230036,0.0154329252938882,0.0345736103810956,0.826394228513155,8,80.3
"169",36,67.3,9.5,14.5,24,"Masculino","Estagio","Padrao",12.2,32.8,-3.63704461547557,-2.3511110249631,-2.65255538366379,2.23867523754998,6,1.12014241996406,1.04429461155307,-4.3273618245372,-6.13641671810832,6,81.7
"170",51.5,68.5,21,14.9,22,"Masculino","Ativ.Remunerada","Padrao",19.8,42,-1.38269314328312,-2.26590912151116,0.26196930617986,2.43763911586875,10,-0.570963075887514,0.0154329252938882,-1.79677332794338,-2.90117122775895,10,64
"171",52.2,68,25.8,8.5,26,"Feminino","Ativ.Remunerada","Padrao",23.8,48.6,-1.28088372195829,-2.30140991461613,1.47846656802765,-0.745782937231507,7,-1.61237832474526,2.07315629781224,-0.464884645525579,-0.580234245551789,7,53.1
"172",58.1,102.3,17.4,12.6,21,"Masculino","Ativ.Remunerada","Personalizado",18.9,46.2,-0.422775742220522,0.133944492385066,-0.65040364020598,1.29359681553584,5,-0.351214904110191,-0.4989979178357,-2.09644828148738,-1.42421132999076,5,66.3
"173",74.2,122.8,18.2,7,21,"Masculino","Ativ.Remunerada","Padrao",27.8,51.7,1.91884094825035,1.58947700968899,-0.447654096564682,-1.49189748092688,13,0.480006441308379,-0.4989979178357,0.86700403689222,0.509902821848543,13,75
"174",65.8,98.9,21.8,12.2,26,"Feminino","Ativ.Remunerada","Padrao",23.3,47.9,0.697127892352502,-0.107460900728755,0.464718849821158,1.09463293721708,10,0.671091808071269,2.07315629781224,-0.631370730827804,-0.826394228513155,10,77
"175",63,72.4,26.2,12.7,21,"Feminino","Estagio","Personalizado",21.2,45.5,0.289890207053221,-1.98900293529236,1.57984133984829,1.34333778511553,8,2.01824364374964,-0.4989979178357,-1.33061228909715,-1.67037131295212,8,91.1
"176",63.2,102.3,20.2,8,21,"Masculino","Ativ.Remunerada","Padrao",28.5,49.4,0.318978613146027,0.133944492385066,0.0592197625385618,-0.994487785129964,8,-0.332106367433902,-0.4989979178357,1.10008455631533,-0.298908550738801,8,66.5
"177",68.5,90.7,21.2,7.2,19,"Feminino","Ativ.Remunerada","Personalizado",29.5,51.8,1.08982137460538,-0.689673907650325,0.312656692090184,-1.3924155417675,9,-0.45631185582978,-1.52785960409488,1.43305672691978,0.545068533700165,9,65.2
"178",53.7,88.1,18.2,9.8,25,"Masculino","Estagio","Personalizado",22.2,52.7,-1.06272067626225,-0.874278031796189,-0.447654096564682,-0.0991503326955176,9,-1.44040149465866,1.55872545468265,-0.997640118492699,0.861559940364779,9,54.9
"179",52.2,97.5,16.3,9.2,23,"Feminino","Ativ.Remunerada","Padrao",23.3,47.5,-1.28088372195829,-0.206863121422682,-0.929184262712764,-0.397596150173667,8,-0.188792342361735,0.529863768423477,-0.631370730827804,-0.967057075919649,8,68
"180",73.5,116.7,26.2,10.4,23,"Feminino","Estagio","Personalizado",30.4,54,1.81703152692553,1.15636733380831,1.57984133984829,0.199295484782631,13,0.594657661366113,0.529863768423477,1.73273168046379,1.31871419443589,13,76.2
"181",53.7,113.5,14.2,9.7,22,"Masculino","Ativ.Remunerada","Padrao",20.7,50.5,-1.06272067626225,0.929162257936478,-1.46140181477117,-0.14889130227521,7,-0.389431977462769,0.0154329252938882,-1.49709837439937,0.087914279629059,7,65.9
"182",63.3,110.6,23,9.1,22,"Masculino","Ativ.Remunerada","Padrao",25.5,51.2,0.333522816192429,0.72325765792763,0.768843165283104,-0.447337119753358,12,-0.513637465858648,0.0154329252938882,0.101168044501985,0.334074262590425,12,64.6
"183",63,103.7,14.2,8.4,22,"Masculino","Ativ.Remunerada","Padrao",23.3,53.9,0.289890207053221,0.233346713078993,-1.46140181477117,-0.795523906811198,14,0.728417418100135,0.0154329252938882,-0.631370730827804,1.28354848258426,14,77.6
"184",66.8,95.4,23.3,9.6,24,"Feminino","Ativ.Remunerada","Personalizado",26.4,52.1,0.842569922816532,-0.355966452463571,0.844874244148591,-0.198632271854901,7,0.585103393027968,1.04429461155307,0.40084299804599,0.650565669255037,7,76.1
"185",51.6,63.5,22,12.4,21,"Masculino","Ativ.Remunerada","Personalizado",19.1,43.8,-1.36814894023671,-2.6209170525609,0.515406235731482,1.19411487637646,6,0.222041196178478,-0.4989979178357,-2.02985384736649,-2.26818841442972,6,72.3
"186",60.5,103.6,16.4,9.9,21,"Masculino","Ativ.Remunerada","Personalizado",24.3,46.9,-0.0737148691068521,0.226246554457997,-0.903840569757602,-0.0494093631158263,7,-1.09644783448546,-0.4989979178357,-0.298398560223354,-1.17805134702939,7,58.5
"187",50.5,67.2,24.1,11.8,24,"Masculino","Ativ.Remunerada","Personalizado",25,46.5,-1.52813517374714,-2.35821118358409,1.04762378778989,0.895669058898312,10,-0.819374052679271,1.04429461155307,-0.0653180408002395,-1.31871419443589,10,61.4
"188",66.4,113.9,19.1,9,22,"Feminino","Ativ.Remunerada","Personalizado",26.4,53.4,0.784393110630921,0.957562892420458,-0.219560859968222,-0.49707808933305,7,-0.437203319153491,0.0154329252938882,0.40084299804599,1.10771992332614,7,65.4
"189",55.1,75.2,23.7,8.7,19,"Masculino","Ativ.Remunerada","Personalizado",26,49.4,-0.85910183361261,-1.79019849390451,0.946249015969239,-0.646300998072124,8,-0.886253931046282,-1.52785960409488,0.26765412980421,-0.298908550738801,8,60.7
"190",62.1,108.1,19.2,11.4,22,"Feminino","Ativ.Remunerada","Padrao",23.8,48.6,0.158992379635595,0.545753692402761,-0.19421716701306,0.696705180579546,11,1.3016735183888,0.0154329252938882,-0.464884645525579,-0.580234245551789,11,83.6
"191",64.6,93.2,19.2,10.9,23,"Feminino","Ativ.Remunerada","Personalizado",22.9,49,0.522597455795667,-0.512169942125456,-0.19421716701306,0.448000332681088,8,1.02459973658261,0.529863768423477,-0.764559599069584,-0.439571398145295,8,80.7
"192",64.8,109.2,23.3,10.5,24,"Feminino","Ativ.Remunerada","Personalizado",25.9,52.6,0.551685861888473,0.623855437233704,0.844874244148591,0.249036454362322,10,0.298475342883633,1.04429461155307,0.234356912743765,0.826394228513155,10,73.1
"193",57.8,111.7,20.7,8,22,"Masculino","Ativ.Remunerada","Padrao",24.3,48.9,-0.466408351359731,0.801359402758573,0.185938227314373,-0.994487785129964,3,1.97047230205892,0.0154329252938882,-0.298398560223354,-0.474737109996919,3,90.6
"194",52.7,102.7,15.5,12.1,20,"Masculino","Ativ.Remunerada","Padrao",19.8,47.6,-1.20816270672628,0.162345126869045,-1.13193380635406,1.04489196763739,8,0.0978357077825996,-1.01342876096529,-1.79677332794338,-0.931891364068025,8,71
"195",59.5,98.3,17.5,9.5,26,"Feminino","Ativ.Remunerada","Personalizado",24,54.2,-0.219156899570881,-0.150061852454724,-0.625059947250818,-0.248373241434592,15,-2.05187466829991,2.07315629781224,-0.398290211404689,1.38904561813913,15,48.5
"196",57.6,121.7,14.8,13.1,23,"Masculino","Estagio","Padrao",22.9,54.1,-0.495496757452537,1.51137526485805,-1.3093396570402,1.5423016634343,8,0.107389976120744,0.529863768423477,-0.764559599069584,1.35387990628751,8,71.1
"197",54.5,89.7,17.9,7.7,20,"Feminino","Estagio","Personalizado",26.7,52.3,-0.946367051891028,-0.760675493860273,-0.523685175430169,-1.14371069386904,13,-2.3289484501061,-1.01342876096529,0.500734649227325,0.720897092958283,13,45.6
"198",64.5,97.8,25.8,8.6,22,"Masculino","Ativ.Remunerada","Padrao",25.9,47,0.508053252749265,-0.185562645559698,1.47846656802765,-0.696041967651816,5,0.938611321539314,0.0154329252938882,0.234356912743765,-1.14288563517777,5,79.8
"199",60.2,87.4,13.2,6.5,21,"Masculino","Ativ.Remunerada","Personalizado",26.9,50.8,-0.11734747824606,-0.923979142143152,-1.71483874432279,-1.74060232882534,5,-1.12511063949989,-0.4989979178357,0.567329083348214,0.193411415183929,5,58.2
"200",53.7,103.2,14.9,10.8,23,"Feminino","Ativ.Remunerada","Personalizado",23.8,50,-1.06272067626225,0.197845919974019,-1.28399596408504,0.398259363101397,14,-0.379877709124625,0.529863768423477,-0.464884645525579,-0.087914279629059,14,66
"201",72.9,137.4,22.3,9.7,26,"Masculino","Estagio","Padrao",28.1,53.7,1.72976630864711,2.62610016835422,0.591437314596969,-0.14889130227521,11,1.31122778672695,2.07315629781224,0.966895688073555,1.21321705888102,11,83.7
"202",57.2,122.4,16.2,10.8,21,"Masculino","Estagio","Padrao",25.9,50.9,-0.553673569638148,1.56107637520501,-0.954527955667927,0.398259363101397,14,-0.121912463994723,-0.4989979178357,0.234356912743765,0.228577127035553,14,68.7
"203",66.6,111.6,19.9,9.4,22,"Feminino","Ativ.Remunerada","Padrao",25.7,50.5,0.813481516723725,0.794259244137578,-0.016811316326925,-0.298114211014284,8,-0.695168564283392,0.0154329252938882,0.167762478622875,0.087914279629059,8,62.7
"204",64.3,111.4,16.7,11.2,21,"Masculino","Estagio","Personalizado",21.9,50.2,0.478964846656459,0.780058926895589,-0.827809490892116,0.597223241420162,13,0.795297296467147,-0.4989979178357,-1.09753176967403,-0.0175828559258108,13,78.3
"205",64.6,117.4,18.2,9.3,23,"Masculino","Ativ.Remunerada","Personalizado",21.7,52.7,0.522597455795667,1.20606844415527,-0.447654096564682,-0.347855180593975,10,-0.570963075887514,0.529863768423477,-1.16412620379492,0.861559940364779,10,64
"206",57.4,112.3,20.2,8.6,24,"Masculino","Ativ.Remunerada","Padrao",24.7,47.9,-0.524585163545343,0.843960354484541,0.0592197625385618,-0.696041967651816,8,1.07237107827334,1.04429461155307,-0.165209691981575,-0.826394228513155,8,81.2
"207",51,90.6,19.2,11.8,22,"Masculino","Ativ.Remunerada","Personalizado",22.6,52.1,-1.45541415851513,-0.69677406627132,-0.19421716701306,0.895669058898312,14,-0.0932496589802901,0.0154329252938882,-0.864451250250918,0.650565669255037,14,69
"208",59.9,91.7,19.9,8.8,21,"Masculino","Ativ.Remunerada","Padrao",25.2,49.8,-0.16098008738527,-0.618672321440377,-0.016811316326925,-0.596560028492432,10,0.441789367955801,-0.4989979178357,0.00127639332065018,-0.158245703332307,10,74.6
"209",65,105.3,16.9,9.1,21,"Feminino","Estagio","Personalizado",21.9,52.3,0.58077426798128,0.346949251014908,-0.777122104981791,-0.447337119753358,7,-0.962688077751438,-0.4989979178357,-1.09753176967403,0.720897092958283,7,59.9
"210",61.4,93.3,23.1,8.9,24,"Masculino","Ativ.Remunerada","Personalizado",29.9,46.7,0.057182958310774,-0.505069783504462,0.794186858238267,-0.546819058912741,8,-1.01045941944216,1.04429461155307,1.56624559516156,-1.24838277073264,8,59.4
"211",70.9,103.7,16.3,8.5,23,"Feminino","Ativ.Remunerada","Personalizado",26.2,54.9,1.43888224771905,0.233346713078993,-0.929184262712764,-0.745782937231507,15,1.91314669203005,0.529863768423477,0.3342485639251,1.6352056011005,15,90
"212",54.9,64.6,27.7,10.7,21,"Masculino","Ativ.Remunerada","Padrao",25.7,44.6,-0.888190239705416,-2.54281530772996,1.95999673417573,0.348518393521705,6,0.556440588013535,-0.4989979178357,0.167762478622875,-1.98686271961673,6,75.8
"213",59.9,77.8,24.4,11.1,23,"Masculino","Ativ.Remunerada","Personalizado",22.2,46.6,-0.16098008738527,-1.60559436975865,1.12365486665537,0.547482271840471,9,1.22523937168365,0.529863768423477,-0.997640118492699,-1.28354848258426,9,82.8
"214",54.9,95.6,17.2,13.7,21,"Masculino","Ativ.Remunerada","Personalizado",19.5,49.5,-0.888190239705416,-0.341766135221583,-0.701091026116304,1.84074748091245,9,-0.790711247664837,-0.4989979178357,-1.89666497912471,-0.263742838887177,9,61.7
"215",68.2,103.6,23,7.8,23,"Feminino","Ativ.Remunerada","Padrao",31.2,48.7,1.04618876546617,0.226246554457997,0.768843165283104,-1.09396972428935,12,0.107389976120744,0.529863768423477,1.99910941694735,-0.545068533700165,12,71.1
"216",53.5,108.3,20.8,12.3,22,"Feminino","Ativ.Remunerada","Padrao",22.9,50.6,-1.09180908235506,0.559954009644751,0.211281920269535,1.14437390679677,6,-1.87034356987516,0.0154329252938882,-0.764559599069584,0.123079991480683,6,50.4
"217",57.4,96.5,22.2,12,24,"Masculino","Ativ.Remunerada","Padrao",23.6,51,-0.524585163545343,-0.27786470763263,0.566093621641806,0.995150998057694,9,1.2156851033455,1.04429461155307,-0.531479079646469,0.263742838887177,9,82.7
"218",45.6,89.7,13.2,11.5,22,"Masculino","Ativ.Remunerada","Padrao",21.4,45.5,-2.24080112302089,-0.760675493860273,-1.71483874432279,0.746446150159237,9,-0.0645868539658569,0.0154329252938882,-1.26401785497626,-1.67037131295212,9,69.3
"219",60.6,125.9,22.1,8.2,22,"Masculino","Estagio","Padrao",27.3,52.8,-0.0591706660604489,1.80958192693983,0.540749928686644,-0.895005845970582,8,-1.05823076113288,0.0154329252938882,0.700517951589995,0.896725652216401,8,58.9
